p_val	avg_log2FC	pct.1	pct.2	p_val_adj	Gene	ensembl_gene_id	entrezgene_id	wikigene_description	ontology term	ontology description	ontology level
2.51E-32	0.737132139	0.302	0.216	8.12E-28	Rapgef5	ENSMUSG00000041992	217944	Rap guanine nucleotide exchange factor (GEF) 5	guanyl-nucleotide exchange factor activity	"Stimulates the exchange of GDP to GTP on a signaling GTPase, changing its conformation to its active form. Guanine nucleotide exchange factors (GEFs) act by stimulating the release of guanosine diphosphate (GDP) to allow binding of guanosine triphosphate (GTP), which is more abundant in the cell under normal cellular physiological conditions."	molecular_function
2.66E-32	0.715922443	0.301	0.214	8.58E-28	Pla2g15	ENSMUSG00000031903	192654	"phospholipase A2, group XV"	lipid metabolic process	"The chemical reactions and pathways involving lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent. Includes fatty acids; neutral fats, other fatty-acid esters, and soaps; long-chain (fatty) alcohols and waxes; sphingoids and other long-chain bases; glycolipids, phospholipids and sphingolipids; and carotenes, polyprenols, sterols, terpenes and other isoprenoids."	biological_process
3.85E-32	0.498158542	0.625	0.563	1.24E-27	Bin1	ENSMUSG00000024381	30948	bridging integrator 1	protein binding	Binding to a protein.	molecular_function
3.99E-32	-0.296497053	0.694	0.746	1.29E-27	Uqcr10	ENSMUSG00000059534	66152	"ubiquinol-cytochrome c reductase, complex III subunit X"	"mitochondrial electron transport, ubiquinol to cytochrome c"	"The transfer of electrons from ubiquinol to cytochrome c that occurs during oxidative phosphorylation, mediated by the multisubunit enzyme known as complex III."	biological_process
4.10E-32	-0.419561371	0.55	0.619	1.32E-27	Tmem160	ENSMUSG00000019158	69094	transmembrane protein 160	mitochondrion	"A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration."	cellular_component
8.70E-32	-0.31222981	0.688	0.73	2.81E-27	Ndufb9	ENSMUSG00000022354	66218	NADH:ubiquinone oxidoreductase subunit B9	"mitochondrial electron transport, NADH to ubiquinone"	The transfer of electrons from NADH to ubiquinone that occurs during oxidative phosphorylation.	biological_process
9.05E-32	0.607371945	0.569	0.504	2.92E-27	Basp1	ENSMUSG00000045763	70350	"brain abundant, membrane attached signal protein 1"	cytoplasm	"The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."	cellular_component
1.95E-31	0.699548864	0.317	0.229	6.30E-27	Cfh	ENSMUSG00000026365	12628	complement component factor h			
2.35E-31	-0.260103378	0.77	0.822	7.58E-27	Sumo2	ENSMUSG00000020738	170930	small ubiquitin-like modifier 2	protein binding	Binding to a protein.	molecular_function
5.32E-31	-0.633242236	0.225	0.318	1.72E-26	Acp5	ENSMUSG00000001348	11433	"acid phosphatase 5, tartrate resistant"	hydrolase activity	"Catalysis of the hydrolysis of various bonds, e.g. C-O, C-N, C-C, phosphoric anhydride bonds, etc."	molecular_function
5.65E-31	-0.268210646	0.767	0.798	1.83E-26	Arf5	ENSMUSG00000020440	11844	ADP-ribosylation factor 5	GTPase activity	Catalysis of the reaction: GTP + H2O = GDP + H+ + phosphate.	molecular_function
6.43E-31	-0.389996338	0.488	0.59	2.08E-26	Tsc22d3	ENSMUSG00000031431	14605	"TSC22 domain family, member 3"			
1.19E-30	-0.282495445	0.729	0.774	3.83E-26	Uqcrq	ENSMUSG00000044894	22272	"ubiquinol-cytochrome c reductase, complex III subunit VII"	"mitochondrial electron transport, ubiquinol to cytochrome c"	"The transfer of electrons from ubiquinol to cytochrome c that occurs during oxidative phosphorylation, mediated by the multisubunit enzyme known as complex III."	biological_process
1.65E-30	-0.25356423	0.822	0.854	5.32E-26	Sem1	ENSMUSG00000042541	20422	"SEM1, 26S proteasome complex subunit"	mRNA export from nucleus	The directed movement of mRNA from the nucleus to the cytoplasm.	biological_process
2.89E-30	-0.62072195	0.363	0.452	9.32E-26	Ramp1	ENSMUSG00000034353	51801	receptor (calcitonin) activity modifying protein 1	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it.	cellular_component
3.90E-30	0.640015882	0.453	0.367	1.26E-25	Frmd4a	ENSMUSG00000026657	209630	FERM domain containing 4A			
7.18E-30	0.460970049	0.569	0.485	2.32E-25	Plcl2	ENSMUSG00000038910	224860	phospholipase C-like 2	signal transduction	"The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."	biological_process
8.81E-30	-0.312837908	0.605	0.668	2.84E-25	Atp5g3	NA	NA	NA	NA	NA	NA
1.12E-29	0.370992336	0.426	0.331	3.60E-25	Lars2	ENSMUSG00000035202	102436	"leucyl-tRNA synthetase, mitochondrial"	ATP binding	"Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."	molecular_function
1.35E-29	-0.442155345	0.527	0.589	4.37E-25	Aprt	ENSMUSG00000006589	11821	adenine phosphoribosyl transferase			
1.61E-29	-0.286443349	0.757	0.802	5.20E-25	Sec61b	ENSMUSG00000053317	66212	SEC61 translocon subunit beta	intracellular protein transport	"The directed movement of proteins in a cell, including the movement of proteins between specific compartments or structures within a cell, such as organelles of a eukaryotic cell."	biological_process
5.08E-29	-0.387532586	0.523	0.593	1.64E-24	Ndufa11	ENSMUSG00000002379	69875	NADH:ubiquinone oxidoreductase subunit A11	mitochondrial respiratory chain complex I assembly	"The aggregation, arrangement and bonding together of a set of components to form mitochondrial respiratory chain complex I."	biological_process
5.48E-29	-0.39311812	0.495	0.573	1.77E-24	Psma5	ENSMUSG00000068749	26442	proteasome subunit alpha 5	ubiquitin-dependent protein catabolic process	"The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of a ubiquitin group, or multiple ubiquitin groups, to the protein."	biological_process
8.03E-29	-0.298490309	0.648	0.705	2.59E-24	Psma2	ENSMUSG00000015671	19166	proteasome subunit alpha 2	ubiquitin-dependent protein catabolic process	"The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of a ubiquitin group, or multiple ubiquitin groups, to the protein."	biological_process
1.01E-28	0.445920128	0.747	0.695	3.25E-24	Hspa5	ENSMUSG00000026864	14828	heat shock protein 5	ATP binding	"Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."	molecular_function
1.85E-28	-0.333753593	0.591	0.653	5.98E-24	Micos13	ENSMUSG00000049760	224904	mitochondrial contact site and cristae organizing system subunit 13	mitochondrion	"A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration."	cellular_component
2.84E-28	-0.310780109	0.719	0.769	9.18E-24	Fxyd5	ENSMUSG00000009687	18301	FXYD domain-containing ion transport regulator 5	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it.	cellular_component
6.81E-28	0.551100832	0.413	0.33	2.20E-23	Tmem173	NA	NA	NA	NA	NA	NA
1.28E-27	0.315701378	0.835	0.821	4.13E-23	Selplg	ENSMUSG00000048163	20345	"selectin, platelet (p-selectin) ligand"	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it.	cellular_component
1.37E-27	0.691028657	0.481	0.428	4.44E-23	Itgb5	ENSMUSG00000022817	16419	integrin beta 5	plasma membrane	The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins.	cellular_component
1.56E-27	-0.294913488	0.659	0.721	5.04E-23	Ndufa1	ENSMUSG00000016427	54405	NADH:ubiquinone oxidoreductase subunit A1	mitochondrion	"A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration."	cellular_component
1.63E-27	0.663894057	0.353	0.272	5.26E-23	Asph	ENSMUSG00000028207	65973	aspartate-beta-hydroxylase			
1.63E-27	-0.681976822	0.36	0.444	5.27E-23	Lgals3	ENSMUSG00000050335	16854	"lectin, galactose binding, soluble 3"			
1.71E-27	-0.364578896	0.578	0.639	5.54E-23	Prelid1	ENSMUSG00000021486	66494	PRELI domain containing 1	mitochondrial intermembrane space	The region between the inner and outer lipid bilayers of the mitochondrial envelope.	cellular_component
2.11E-27	0.39296725	0.687	0.623	6.83E-23	Dock8	ENSMUSG00000052085	76088	dedicator of cytokinesis 8	guanyl-nucleotide exchange factor activity	"Stimulates the exchange of GDP to GTP on a signaling GTPase, changing its conformation to its active form. Guanine nucleotide exchange factors (GEFs) act by stimulating the release of guanosine diphosphate (GDP) to allow binding of guanosine triphosphate (GTP), which is more abundant in the cell under normal cellular physiological conditions."	molecular_function
2.31E-27	0.620887597	0.297	0.214	7.45E-23	Gm35188	ENSMUSG00000112437	NA				
3.15E-27	-0.299171504	0.903	0.921	1.02E-22	Cyba	ENSMUSG00000006519	13057	"cytochrome b-245, alpha polypeptide"	heme binding	"Binding to a heme, a compound composed of iron complexed in a porphyrin (tetrapyrrole) ring."	molecular_function
4.02E-27	-0.304703436	0.658	0.73	1.30E-22	AW112010	ENSMUSG00000075010	NA				
4.12E-27	-0.59269968	0.228	0.313	1.33E-22	Pofut2	ENSMUSG00000020260	80294	protein O-fucosyltransferase 2	peptide-O-fucosyltransferase activity	Catalysis of the transfer of an alpha-L-fucosyl residue from GDP- beta-L-fucose to the serine hydroxy group of a protein acceptor.	molecular_function
8.14E-27	-0.366346337	0.757	0.789	2.63E-22	Atox1	ENSMUSG00000018585	11927	antioxidant 1 copper chaperone	metal ion binding	Binding to a metal ion.	molecular_function
8.60E-27	0.622078462	0.263	0.186	2.78E-22	Map11	NA	NA	NA	NA	NA	NA
9.61E-27	-0.310253279	0.604	0.662	3.10E-22	Snrpd2	ENSMUSG00000040824	107686	small nuclear ribonucleoprotein D2	RNA binding	Binding to an RNA molecule or a portion thereof.	molecular_function
1.82E-26	0.733779586	0.474	0.4	5.87E-22	Casp4	ENSMUSG00000033538	12363	"caspase 4, apoptosis-related cysteine peptidase"			
1.97E-26	0.6295807	0.262	0.186	6.37E-22	Rab3il1	ENSMUSG00000024663	74760	RAB3A interacting protein (rabin3)-like 1	guanyl-nucleotide exchange factor activity	"Stimulates the exchange of GDP to GTP on a signaling GTPase, changing its conformation to its active form. Guanine nucleotide exchange factors (GEFs) act by stimulating the release of guanosine diphosphate (GDP) to allow binding of guanosine triphosphate (GTP), which is more abundant in the cell under normal cellular physiological conditions."	molecular_function
2.00E-26	-0.258103026	0.727	0.765	6.45E-22	Scand1	ENSMUSG00000046229	19018	SCAN domain-containing 1	nucleus	"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."	cellular_component
2.75E-26	-0.346972061	0.561	0.622	8.88E-22	Sin3b	ENSMUSG00000031622	20467	"transcriptional regulator, SIN3B (yeast)"	regulation of DNA-templated transcription	"Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription."	biological_process
2.91E-26	0.432127064	0.589	0.52	9.39E-22	Asap1	ENSMUSG00000022377	13196	"ArfGAP with SH3 domain, ankyrin repeat and PH domain1"	protein binding	Binding to a protein.	molecular_function
3.34E-26	-0.384649093	0.509	0.577	1.08E-21	Uqcrfs1	ENSMUSG00000038462	66694	"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1"	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it.	cellular_component
5.55E-26	-0.314904464	0.583	0.635	1.79E-21	Eif3i	ENSMUSG00000028798	54709	"eukaryotic translation initiation factor 3, subunit I"	protein binding	Binding to a protein.	molecular_function
6.29E-26	-0.364011881	0.532	0.599	2.03E-21	1810058I24Rik	NA	NA	NA	NA	NA	NA
6.77E-26	0.636737313	0.704	0.668	2.18E-21	Plxdc2	ENSMUSG00000026748	67448	plexin domain containing 2	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it.	cellular_component
6.96E-26	0.496183818	0.617	0.542	2.25E-21	Mat2a	ENSMUSG00000053907	232087	methionine adenosyltransferase 2A	ATP binding	"Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."	molecular_function
9.29E-26	0.635737525	0.419	0.34	3.00E-21	Myo1e	ENSMUSG00000032220	71602	myosin IE			
9.83E-26	-0.340023619	0.54	0.631	3.17E-21	Hcst	ENSMUSG00000064109	23900	hematopoietic cell signal transducer	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it.	cellular_component
1.05E-25	0.660758656	0.251	0.176	3.38E-21	Capn3	ENSMUSG00000079110	12335	calpain 3	proteolysis	The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds.	biological_process
1.65E-25	-0.308186974	0.664	0.71	5.33E-21	Gmfg	ENSMUSG00000060791	63986	"glia maturation factor, gamma"	actin binding	"Binding to monomeric or multimeric forms of actin, including actin filaments."	molecular_function
2.43E-25	0.430330902	0.566	0.494	7.83E-21	Vsir	ENSMUSG00000020101	74048	V-set immunoregulatory receptor	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it.	cellular_component
3.46E-25	-0.314349426	0.623	0.686	1.12E-20	Ube2i	ENSMUSG00000015120	22196	ubiquitin-conjugating enzyme E2I	nucleus	"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."	cellular_component
6.11E-25	-0.257106915	0.713	0.766	1.97E-20	Atp5d	NA	NA	NA	NA	NA	NA
